区站号,数据类型,时间,入库时间,更正标识,本站气压,海平面气压,气温,水汽压,相对湿度,1分钟平均水平能见度,降水量,小时蒸发量,2分钟平均风向,风速,10分钟平均风向,10分钟平均风速,地面温度,草面（雪面）温度,总云量,低云量,水平能见度（人工）
53574/平鲁,小时数据,2025-01-11 01,2025-01-11 01:00:48,000,867.5,1038.7,-11.8,2.1,83,5527,0.0,-,146,0.5,137,0.4,-14.4,-14.3,-,-,4200
53574/平鲁,小时数据,2025-01-11 00,2025-01-11 00:01:05,000,868.5,1040.0,-11.5,2.0,79,4490,0.0,-,72,0.9,85,0.9,-14.6,-14.4,-,-,5100
53574/平鲁,小时数据,2025-01-10 23,2025-01-10 23:00:47,000,869.2,1041.4,-11.9,1.9,77,9188,0.0,-,328,1.9,342,2.3,-15.6,-15.3,-,-,12500
53574/平鲁,小时数据,2025-01-10 22,2025-01-10 22:00:49,000,869.7,1042.1,-10.9,2.0,75,20211,0.0,-,336,2.0,333,2.2,-16.0,-16.7,-,-,17800
53574/平鲁,小时数据,2025-01-10 21,2025-01-10 21:00:50,000,869.9,1043.5,-11.2,1.6,63,26519,0.0,-,312,3.3,311,3.2,-16.4,-16.8,-,-,28300
53574/平鲁,小时数据,2025-01-10 20,2025-01-10 20:00:49,000,869.8,1044.2,-10.4,1.7,63,26990,0.0,-,319,3.1,317,2.8,-15.5,-16.2,-,-,27200
53574/平鲁,小时数据,2025-01-10 19,2025-01-10 19:00:47,000,869.6,1043.8,-10.5,1.6,57,30000,0.0,-,317,2.8,321,2.6,-16.3,-19.3,-,-,30000
53574/平鲁,小时数据,2025-01-10 18,2025-01-10 18:00:45,000,869.4,1043.2,-9.2,1.6,52,30000,0.0,-,304,3.4,300,3.3,-14.2,-15.2,-,-,30000
53574/平鲁,小时数据,2025-01-10 17,2025-01-10 17:00:48,000,869.0,1042.5,-7.6,1.7,48,29546,0.0,-,294,4.2,294,3.7,-11.0,-11.2,-,-,29500
53574/平鲁,小时数据,2025-01-10 16,2025-01-10 16:00:45,000,869.2,1042.1,-6.2,1.7,44,30000,0.0,-,311,5.5,302,6.2,-3.5,-5.2,-,-,30000
53574/平鲁,小时数据,2025-01-10 15,2025-01-10 15:00:46,000,868.9,1041.5,-5.4,1.6,39,30000,0.0,-,306,6.4,294,7.1,1.4,-0.5,-,-,30000
53574/平鲁,小时数据,2025-01-10 14,2025-01-10 14:00:48,000,869.0,1041.8,-5.5,1.5,36,30000,0.0,-,286,6.4,285,6.3,4.9,3.4,-,-,30000
53574/平鲁,小时数据,2025-01-10 13,2025-01-10 13:00:46,000,869.6,1042.9,-6.1,1.6,40,30000,0.0,-,299,4.6,302,5.2,5.1,2.9,-,-,30000
53574/平鲁,小时数据,2025-01-10 12,2025-01-10 12:00:53,000,870.2,1043.3,-6.6,1.5,41,30000,0.0,-,289,4.1,288,4.8,3.0,2.6,-,-,30000
53574/平鲁,小时数据,2025-01-10 11,2025-01-10 11:00:48,000,870.8,1044.7,-7.9,1.5,43,30000,0.0,-,277,5.6,279,5.6,-1.1,0.7,-,-,30000
53574/平鲁,小时数据,2025-01-10 10,2025-01-10 10:00:48,000,870.4,1044.5,-9.2,1.4,46,30000,0.0,-,307,2.4,322,2.7,-8.0,-6.5,-,-,30000
53574/平鲁,小时数据,2025-01-10 09,2025-01-10 10:09:57,CCB,870.0,1045.1,-12.2,1.3,53,30000,0.0,-,326,2.9,326,2.9,-16.6,-14.4,0,-,30000
53574/平鲁,小时数据,2025-01-10 08,2025-01-10 10:10:21,CCA,869.7,1045.3,-15.2,1.2,63,3905,0.0,-,128,0.9,165,0.9,-22.0,-24.2,0,-,6300
53574/平鲁,小时数据,2025-01-10 07,2025-01-10 07:00:47,000,869.4,1044.0,-14.7,1.1,56,12473,0.0,-,353,0.9,41,0.7,-21.3,-23.1,-,-,9600
53574/平鲁,小时数据,2025-01-10 06,2025-01-10 06:00:45,000,869.3,1043.6,-15.0,1.0,53,24338,0.0,-,237,1.1,240,1.1,-18.6,-19.7,-,-,25100
53574/平鲁,小时数据,2025-01-10 05,2025-01-10 05:00:47,000,869.4,1043.5,-16.1,1.0,57,30000,0.0,-,1,0.7,4,1.2,-19.4,-20.4,-,-,30000
53574/平鲁,小时数据,2025-01-10 04,2025-01-10 04:00:46,000,869.4,1042.7,-15.7,1.0,54,30000,0.0,-,17,1.0,16,1.0,-19.7,-20.9,-,-,30000
53574/平鲁,小时数据,2025-01-10 03,2025-01-10 03:00:47,000,869.9,1043.3,-15.8,1.0,55,30000,0.0,-,PPC,0.0,4,0.5,-17.2,-16.8,-,-,27100
53574/平鲁,小时数据,2025-01-10 02,2025-01-10 02:00:49,000,870.2,1043.7,-16.0,0.9,52,25831,0.0,-,3,0.9,291,0.6,-20.6,-21.6,-,-,21600
53574/平鲁,小时数据,2025-01-10 01,2025-01-10 01:00:47,000,870.3,1044.4,-16.5,0.9,53,27685,0.0,-,33,0.9,27,1.0,-20.3,-22.5,-,-,19000
53574/平鲁,小时数据,2025-01-10 00,2025-01-10 00:01:03,000,870.6,1044.8,-15.3,1.0,51,15619,0.0,-,259,0.6,274,0.7,-20.1,-21.3,-,-,13800
53574/平鲁,小时数据,2025-01-09 23,2025-01-09 23:00:49,000,870.6,1045.7,-15.7,0.9,50,13074,0.0,-,117,0.9,109,0.6,-21.0,-23.1,-,-,12000
53574/平鲁,小时数据,2025-01-09 22,2025-01-09 22:00:47,000,870.3,1046.4,-15.2,0.9,46,22197,0.0,-,123,0.7,354,0.5,-22.3,-26.0,-,-,19100
53574/平鲁,小时数据,2025-01-09 21,2025-01-09 21:00:48,000,870.3,1047.3,-15.3,0.8,45,26012,0.0,-,307,1.3,312,1.3,-21.5,-25.5,-,-,22700
53574/平鲁,小时数据,2025-01-09 20,2025-01-09 20:00:50,000,870.2,1047.6,-13.9,0.9,41,13960,0.0,-,323,1.2,325,1.1,-20.7,-24.9,-,-,9300
53574/平鲁,小时数据,2025-01-09 19,2025-01-09 19:00:47,000,870.1,1046.9,-11.8,0.9,36,9830,0.0,-,200,1.4,199,1.3,-19.4,-24.1,-,-,10700
53574/平鲁,小时数据,2025-01-09 18,2025-01-09 18:00:48,000,869.8,1045.8,-10.5,0.9,34,12742,0.0,-,190,2.1,192,2.3,-16.6,-21.1,-,-,10000
53574/平鲁,小时数据,2025-01-09 17,2025-01-09 17:00:51,000,869.5,1044.6,-8.8,0.9,28,19251,0.0,-,188,1.8,183,2.4,-12.1,-15.8,-,-,20300
53574/平鲁,小时数据,2025-01-09 16,2025-01-09 16:00:48,000,869.2,1043.5,-7.2,0.9,25,28203,0.0,-,174,2.2,187,2.3,-1.6,-6.0,-,-,29000
53574/平鲁,小时数据,2025-01-09 15,2025-01-09 15:00:45,000,869.0,1043.3,-7.0,0.9,26,28482,0.0,-,186,2.6,180,2.8,3.8,1.7,-,-,28200
53574/平鲁,小时数据,2025-01-09 14,2025-01-09 14:00:46,000,869.2,1043.1,-7.0,1.0,28,30000,0.0,-,161,2.6,137,2.1,7.3,3.9,-,-,26300
53574/平鲁,小时数据,2025-01-09 13,2025-01-09 13:00:47,000,869.6,1043.9,-8.1,1.0,31,30000,0.0,-,154,2.2,183,2.2,6.8,4.8,-,-,28500
