区站号,数据类型,时间,入库时间,更正标识,本站气压,海平面气压,气温,水汽压,相对湿度,1分钟平均水平能见度,降水量,小时蒸发量,2分钟平均风向,风速,10分钟平均风向,10分钟平均风速,地面温度,草面（雪面）温度,总云量,低云量,水平能见度（人工）
53759/石楼,小时数据,2024-12-29 17,2024-12-29 17:00:40,000,892.8,1027.0,-1.3,1.5,27,11467,0.0,-,351,1.4,354,1.3,-7.6,-1.8,-,-,11700
53759/石楼,小时数据,2024-12-29 16,2024-12-29 16:00:40,000,893.1,1027.3,0.0,1.5,24,12287,0.0,-,339,1.4,338,1.4,-3.7,3.4,-,-,11800
53759/石楼,小时数据,2024-12-29 15,2024-12-29 15:00:40,000,893.0,1026.9,0.2,1.5,24,13382,0.0,-,13,3.0,11,3.2,-0.8,6.3,-,-,13300
53759/石楼,小时数据,2024-12-29 14,2024-12-29 14:00:41,000,893.7,1028.1,-0.6,1.5,25,13740,0.0,-,325,1.6,337,1.4,1.5,10.0,-,-,13500
53759/石楼,小时数据,2024-12-29 13,2024-12-29 13:00:38,000,894.6,1028.9,-1.2,1.6,28,14181,0.0,-,357,2.4,352,2.4,1.6,10.2,-,-,13700
53759/石楼,小时数据,2024-12-29 12,2024-12-29 12:00:40,000,895.5,1030.6,-2.3,1.5,29,13564,0.0,-,351,2.0,342,2.2,-0.1,8.6,-,-,13400
53759/石楼,小时数据,2024-12-29 11,2024-12-29 11:00:39,000,896.3,1032.0,-3.7,1.5,33,14249,0.0,-,15,0.6,39,0.4,-4.4,5.2,-,-,14400
53759/石楼,小时数据,2024-12-29 10,2024-12-29 10:00:42,000,895.7,1031.9,-6.0,1.5,38,14694,0.0,-,202,0.6,189,1.1,-8.4,2.5,-,-,14100
53759/石楼,小时数据,2024-12-29 09,2024-12-29 09:00:39,000,895.9,1032.7,-9.4,1.3,44,13154,0.0,-,208,0.5,PPC,0.2,-15.8,-3.9,-,-,12500
53759/石楼,小时数据,2024-12-29 08,2024-12-29 08:00:42,000,895.4,1032.1,-9.9,1.2,43,12838,0.0,-,181,0.5,188,0.5,-18.8,-16.6,-,-,12700
53759/石楼,小时数据,2024-12-29 07,2024-12-29 07:00:41,000,894.7,1030.9,-10.3,1.3,46,12667,0.0,-,359,0.5,9,0.4,-18.9,-15.6,-,-,12600
53759/石楼,小时数据,2024-12-29 06,2024-12-29 06:00:42,000,894.3,1029.7,-9.3,1.3,43,12602,0.0,-,PPC,0.0,188,0.5,-18.9,-15.8,-,-,12600
53759/石楼,小时数据,2024-12-29 05,2024-12-29 05:00:41,000,894.2,1028.8,-8.4,1.3,40,13181,0.0,-,163,1.5,168,1.3,-18.5,-13.4,-,-,12800
53759/石楼,小时数据,2024-12-29 04,2024-12-29 04:00:42,000,895.2,1030.0,-9.5,1.3,44,12646,0.0,-,PPC,0.0,127,0.3,-18.6,-16.5,-,-,12300
53759/石楼,小时数据,2024-12-29 03,2024-12-29 03:00:43,000,895.2,1029.7,-8.6,1.3,40,12880,0.0,-,149,1.4,161,1.0,-19.0,-15.6,-,-,12400
53759/石楼,小时数据,2024-12-29 02,2024-12-29 02:00:37,000,894.7,1029.6,-9.3,1.3,43,12441,0.0,-,PPC,0.0,PPC,0.2,-18.8,-17.6,-,-,12300
53759/石楼,小时数据,2024-12-29 01,2024-12-29 01:00:41,000,895.9,1030.9,-8.0,1.3,39,12804,0.0,-,156,0.3,171,0.8,-18.4,-15.6,-,-,12300
53759/石楼,小时数据,2024-12-29 00,2024-12-29 00:00:37,000,896.0,1031.7,-9.2,1.3,44,12414,0.0,-,187,0.5,172,0.9,-18.2,-15.5,-,-,12400
